Rover Pants,r1,,
Scaleclaw Leather Boots,Ethereal,b2,g1
Scaleclaw Leather Boots,Sky Piercer,r2,p1
Scaleclaw Leather Boots,Fervid,p2,b1
Scaleclaw Leather Boots,Ranged,r2,g1
Scaleclaw Leather Boots,Smiting,b2,r1
Scaleclaw Leather Boots,Vitality,p2,b1
Scaleclaw Leather Boots,Elusive,g2,r1
Scaleclaw Leather Boots,b2,p1,g1
Scaleclaw Leather Boots,p2,r1,g1
Eagle God Leather Boots,Ethereal,g2,
Eagle God Leather Boots,Sky Piercer,r2,
Eagle God Leather Boots,Fervid,b2,
Eagle God Leather Boots,Ranged,r2,
Eagle God Leather Boots,Smiting,g2,
Eagle God Leather Boots,Vitality,p2,
Eagle God Leather Boots,Elusive,b2,
Eagle God Leather Boots,b2,r1,
Eagle God Leather Boots,g2,p1,
Crusader Long Boots,Ethereal,r1,
Crusader Long Boots,Sky Piercer,g1,
Crusader Long Boots,Fervid,p1,
Crusader Long Boots,Ranged,b1,
Crusader Long Boots,Smiting,r1,
Crusader Long Boots,Vitality,b1,
Crusader Long Boots,Elusive,g1,
Crusader Long Boots,r1,p1,
Crusader Long Boots,r1,b1,
Rover Long Boots,Ethereal,,
Rover Long Boots,Sky Piercer,,
Rover Long Boots,Fervid,,
Rover Long Boots,Ranged,,
Rover Long Boots,Smiting,,
Rover Long Boots,Vitality,,
Rover Long Boots,Elusive,,
Rover Long Boots,b1,,
Rover Long Boots,p1,,
