(Catalyst)
Spiritwood Drumstick,fervor,b2,
Spiritwood Drumstick,smiting,p2,
Spiritwood Drumstick,elusive,r2,
Spiritwood Drumstick,blessing,g2,
Spiritwood Drumstick,p2,b1,
Spiritwood Drumstick,g2,p1,
(Catalyst)
Arcane Elixir Catalyst,Brotherhood,r1,
Arcane Elixir Catalyst,spirit shield,p1,
Arcane Elixir Catalyst,fervid,g1,
Arcane Elixir Catalyst,seeker,b1,
Arcane Elixir Catalyst,ranged,g1,
Arcane Elixir Catalyst,eloquence,p1,
Arcane Elixir Catalyst,creation,b1,
Arcane Elixir Catalyst,r1,g1,
Arcane Elixir Catalyst,r1,b1,
(Mace)
Antique Mace,strife,p1,
Antique Mace,fervid,p1,
Antique Mace,seeker,b1,
Antique Mace,fervor,g1,
Antique Mace,smiting,r1,
Antique Mace,elusive,r1,
Antique Mace,blessing,g1,
Antique Mace,p1,b1,
Antique Mace,r1,p1,
(Catalyst)
Beast Spirit Catalyst,Brotherhood,,
Beast Spirit Catalyst,spirit shield,,
Beast Spirit Catalyst,fervid,,
Beast Spirit Catalyst,seeker,,
Beast Spirit Catalyst,ranged,,
Beast Spirit Catalyst,eloquence,,
Beast Spirit Catalyst,creation,,
Beast Spirit Catalyst,p1,,
Beast Spirit Catalyst,r1,,
(Mace)
Morningstar Mace,strife,,
Morningstar Mace,fervid,,
Morningstar Mace,seeker,,
Morningstar Mace,fervor,,
Morningstar Mace,smiting,,
Morningstar Mace,elusive,,
Morningstar Mace,blessing,,
Morningstar Mace,g1,,
Morningstar Mace,b1,,
Holy Saint's Miter,distant ward,g2,b1
Holy Saint's Miter,iron helmet,r2,p1
Holy Saint's Miter,brotherhood,p2,b1
Holy Saint's Miter,ranged,r2,p1
Holy Saint's Miter,fervor,b2,g1
Holy Saint's Miter,wealth,g2,r1
Holy Saint's Miter,creation,b2,r1
Holy Saint's Miter,p2,b1,g1
Holy Saint's Miter,g2,r1,p1
True Prayer Miter,distant ward,r2,
True Prayer Miter,iron helmet,b2,
True Prayer Miter,brotherhood,g2,
True Prayer Miter,ranged,p2,
True Prayer Miter,fervor,b2,
True Prayer Miter,wealth,r2,
True Prayer Miter,creation,p2,
True Prayer Miter,g2,b1,
True Prayer Miter,b2,g1,
Enlightenment Crown,distant ward,g1,
Enlightenment Crown,iron helmet,b1,
Enlightenment Crown,brotherhood,b1,
Enlightenment Crown,ranged,r1,
Enlightenment Crown,fervor,p1,
Enlightenment Crown,wealth,g1,
Enlightenment Crown,creation,b1,
Enlightenment Crown,p1,g1,
Enlightenment Crown,r1,g1,
Martyr's Hood,distant ward,,
Martyr's Hood,iron helmet,,
Martyr's Hood,brotherhood,,
Martyr's Hood,ranged,,
Martyr's Hood,fervor,,
Martyr's Hood,wealth,,
Martyr's Hood,creation,,
Martyr's Hood,b1,,
Martyr's Hood,g1,,
Holy Saint's Vestment,tenacious,r2,b1
Holy Saint's Vestment,iron helmet,g2,p1
Holy Saint's Vestment,spirit shield,p2,g1
Holy Saint's Vestment,fervid,b2,g1
Holy Saint's Vestment,smiting,r2,p1
Holy Saint's Vestment,eloquence,b2,r1
Holy Saint's Vestment,blessing,p2,b1
Holy Saint's Vestment,g2,r1,b1
Holy Saint's Vestment,r2,p1,g1
True Prayer Vestment,tenacious,r2,
True Prayer Vestment,iron helmet,b2,
True Prayer Vestment,spirit shield,p2,
True Prayer Vestment,fervid,r2,
True Prayer Vestment,smiting,g2,
True Prayer Vestment,eloquence,g2,
True Prayer Vestment,blessing,b2,
True Prayer Vestment,r2,g1,
True Prayer Vestment,p2,r1,
Enlightenment Vestment,tenacious,b1,
Enlightenment Vestment,iron helmet,r1,
Enlightenment Vestment,spirit shield,p1,
Enlightenment Vestment,fervid,b1,
Enlightenment Vestment,smiting,g1,
Enlightenment Vestment,eloquence,p1,
Enlightenment Vestment,blessing,r1,
Enlightenment Vestment,r1,b1,
Enlightenment Vestment,p1,g1,
Martyr's Vestment,tenacious,,
Martyr's Vestment,iron helmet,,
Martyr's Vestment,spirit shield,,
Martyr's Vestment,fervid,,
Martyr's Vestment,smiting,,
Martyr's Vestment,eloquence,,
Martyr's Vestment,blessing,,
Martyr's Vestment,r1,,
Martyr's Vestment,p1,,
Holy Saint's Bracers,brotherhood,p2,r1
Holy Saint's Bracers,ranged,b2,p1
Holy Saint's Bracers,fervor,r2,g1
Holy Saint's Bracers,eloquence,g2,b1
Holy Saint's Bracers,deft,g2,r1
Holy Saint's Bracers,wealth,p2,b1
Holy Saint's Bracers,creation,b2,p1
Holy Saint's Bracers,r2,b1,g1
Holy Saint's Bracers,r2,p1,g1
True Prayer Bracers,brotherhood,g2,
True Prayer Bracers,ranged,p2,
True Prayer Bracers,fervor,b2,
True Prayer Bracers,eloquence,r2,
True Prayer Bracers,deft,b2,
True Prayer Bracers,wealth,r2,
True Prayer Bracers,creation,p2,
True Prayer Bracers,g2,r1,
True Prayer Bracers,b2,p1,
Enlightenment Bracers,brotherhood,r1,
Enlightenment Bracers,ranged,g1,
Enlightenment Bracers,fervor,b1,
Enlightenment Bracers,eloquence,p1,
Enlightenment Bracers,deft,p1,
Enlightenment Bracers,wealth,r1,
Enlightenment Bracers,creation,g1,
Enlightenment Bracers,b1,g1,
Enlightenment Bracers,p1,b1,
Martyr's Bracers,brotherhood,,
Martyr's Bracers,ranged,,
Martyr's Bracers,fervor,,
Martyr's Bracers,eloquence,,
Martyr's Bracers,deft,,
Martyr's Bracers,wealth,,
Martyr's Bracers,creation,,
Martyr's Bracers,p1,,
Martyr's Bracers,b1,,
Holy Saint's Pants,tenacious,p2,r1
Holy Saint's Pants,brotherhood,g2,p1
Holy Saint's Pants,fervid,b2,r1
Holy Saint's Pants,seeker,b2,g1
Holy Saint's Pants,fervor,p2,b1
Holy Saint's Pants,smiting,g2,r1
Holy Saint's Pants,eloquence,r2,b1
Holy Saint's Pants,p2,r1,g1
Holy Saint's Pants,g2,p1,b1
True Prayer Pants,tenacious,g2,
True Prayer Pants,brotherhood,r2,
True Prayer Pants,fervid,p2,
True Prayer Pants,seeker,r2,
True Prayer Pants,fervor,p2,
True Prayer Pants,smiting,g2,
True Prayer Pants,eloquence,b2,
True Prayer Pants,r2,b1,
True Prayer Pants,p2,g1,
Enlightenment Pants,tenacious,r1,
Enlightenment Pants,brotherhood,g1,
Enlightenment Pants,fervid,r1,
Enlightenment Pants,seeker,p1,
Enlightenment Pants,fervor,b1,
Enlightenment Pants,smiting,g1,
Enlightenment Pants,eloquence,r1,
Enlightenment Pants,p1,b1,
Enlightenment Pants,p1,g1,
Martyr's Pants,tenacious,,
Martyr's Pants,brotherhood,,
Martyr's Pants,fervid,,
Martyr's Pants,seeker,,
Martyr's Pants,fervor,,
Martyr's Pants,smiting,,
Martyr's Pants,eloquence,,
Martyr's Pants,g1,,
Martyr's Pants,r1,,
Holy Saint's Greaves,aegis,b2,g1
Holy Saint's Greaves,ethereal,r2,p1
Holy Saint's Greaves,spirit shield,b2,p1
Holy Saint's Greaves,fervid,p2,g1
Holy Saint's Greaves,seeker,g2,r1
Holy Saint's Greaves,ranged,r2,b1
Holy Saint's Greaves,elusive,r2,p1
Holy Saint's Greaves,b2,r1,g1
Holy Saint's Greaves,g2,p1,b1
True Prayer Greaves,aegis,g2,
True Prayer Greaves,ethereal,b2,
True Prayer Greaves,spirit shield,r2,
True Prayer Greaves,fervid,g2,
True Prayer Greaves,seeker,b2,
True Prayer Greaves,ranged,p2,
True Prayer Greaves,elusive,b2,
True Prayer Greaves,p2,r1,
True Prayer Greaves,r2,p1,
Enlightenment Greaves,aegis,b1,
Enlightenment Greaves,ethereal,r1,
Enlightenment Greaves,spirit shield,p1,
Enlightenment Greaves,fervid,r1,
Enlightenment Greaves,seeker,g1,
Enlightenment Greaves,ranged,b1,
Enlightenment Greaves,elusive,r1,
Enlightenment Greaves,b1,g1,
Enlightenment Greaves,p1,b1,
Martyr's Greaves,aegis,,
Martyr's Greaves,ethereal,,
Martyr's Greaves,spirit shield,,
Martyr's Greaves,fervid,,
Martyr's Greaves,seeker,,
Martyr's Greaves,ranged,,
Martyr's Greaves,elusive,,
Martyr's Greaves,p1,,
Martyr's Greaves,b1,,
