Studded Sword and Shield,r1,b1,
Magica Hammer,strife,p1,
Magica Hammer,elusive,g1,
Magica Hammer,wrath,r1,
Magica Hammer,unyielding,p1,
Magica Hammer,smiting,b1,
Magica Hammer,wealth,b1,
Magica Hammer,focused,g1,
Magica Hammer,r1,p1,
Magica Hammer,r1,g1,
Fine Iron Sword and Shield,aegis,,
Fine Iron Sword and Shield,tenacious,,
Fine Iron Sword and Shield,bulwark,,
Fine Iron Sword and Shield,stoic,,
Fine Iron Sword and Shield,strife,,
Fine Iron Sword and Shield,wrath,,
Fine Iron Sword and Shield,vitality,,
Fine Iron Sword and Shield,g1,,
Fine Iron Sword and Shield,b1,,
Military Hammer,strife,,
Military Hammer,elusive,,
Military Hammer,wrath,,
Military Hammer,unyielding,,
Military Hammer,smiting,,
Military Hammer,wealth,,
Military Hammer,focused,,
Military Hammer,r1,,
Military Hammer,p1,,
Champion's Helmet,aegis,b2,g1
Champion's Helmet,tenacious,p2,r1
Champion's Helmet,bulwark,p2,g1
Champion's Helmet,resilience,b2,r1
Champion's Helmet,stoic,r2,p1
Champion's Helmet,brotherhood,g2,b1
Champion's Helmet,seeker,b2,p1
Champion's Helmet,r2,b1,g1
Champion's Helmet,p2,r1,g1
Bloodwrath General Helmet,aegis,b2,
Bloodwrath General Helmet,tenacious,g2,
Bloodwrath General Helmet,bulwark,g2,
Bloodwrath General Helmet,resilience,r2,
Bloodwrath General Helmet,stoic,p2,
Bloodwrath General Helmet,brotherhood,b2,
Bloodwrath General Helmet,seeker,g2,
Bloodwrath General Helmet,r2,p1,
Bloodwrath General Helmet,b2,g1,
Fearless Helmet,aegis,b1,
Fearless Helmet,tenacious,p1,
Fearless Helmet,bulwark,r1,
Fearless Helmet,resilience,b1,
Fearless Helmet,stoic,p1,
Fearless Helmet,brotherhood,g1,
Fearless Helmet,seeker,r1,
Fearless Helmet,p1,b1,
Fearless Helmet,p1,g1,
Veteran Helmet,aegis,,
Veteran Helmet,tenacious,,
Veteran Helmet,bulwark,,
Veteran Helmet,resilience,,
Veteran Helmet,stoic,,
Veteran Helmet,brotherhood,,
Veteran Helmet,seeker,,
Veteran Helmet,p1,,
Veteran Helmet,b1,,
Champion's Armor,aegis,g2,b1
Champion's Armor,tenacious,b2,r1
Champion's Armor,bulwark,g2,p1
Champion's Armor,iron helmet,r2,p1
Champion's Armor,blessing,p2,b1
Champion's Armor,wrath,r2,g1
Champion's Armor,focused,b2,r1
Champion's Armor,p2,r1,b1
Champion's Armor,g2,p1,b1
Bloodwrath General Armor,aegis,p2,
Bloodwrath General Armor,tenacious,b2,
Bloodwrath General Armor,bulwark,g2,
Bloodwrath General Armor,iron helmet,r2,
Bloodwrath General Armor,blessing,p2,
Bloodwrath General Armor,wrath,b2,
Bloodwrath General Armor,focused,p2,
Bloodwrath General Armor,r2,b1,
Bloodwrath General Armor,g2,r1,
Fearless Breastplate,aegis,r1,
Fearless Breastplate,tenacious,b1,
Fearless Breastplate,bulwark,g1,
Fearless Breastplate,iron helmet,b1,
Fearless Breastplate,blessing,p1,
Fearless Breastplate,wrath,g1,
Fearless Breastplate,focused,r1,
Fearless Breastplate,p1,b1,
Fearless Breastplate,r1,g1,
Veteran Armor,aegis,,
Veteran Armor,tenacious,,
Veteran Armor,bulwark,,
Veteran Armor,iron helmet,,
Veteran Armor,blessing,,
Veteran Armor,wrath,,
Veteran Armor,focused,,
Veteran Armor,r1,,
Veteran Armor,g1,,
Champion's Bracers,wealth,r2,g1
Champion's Bracers,wrath,g2,p1
Champion's Bracers,resilience,p2,g1
Champion's Bracers,smiting,b2,r1
Champion's Bracers,vitality,g2,r1
Champion's Bracers,deft,b2,g1
Champion's Bracers,focused,r2,p1
Champion's Bracers,p2,r1,b1
Champion's Bracers,b2,p1,g1
Bloodwrath General's Bracers,wealth,p2,
Bloodwrath General's Bracers,wrath,b2,
Bloodwrath General's Bracers,resilience,g2,
Bloodwrath General's Bracers,smiting,r2,
Bloodwrath General's Bracers,vitality,b2,
Bloodwrath General's Bracers,deft,g2,
Bloodwrath General's Bracers,focused,p2,
Bloodwrath General's Bracers,r2,b1,
Bloodwrath General's Bracers,r2,g1,
Fearless Bracers,wealth,g1,
Fearless Bracers,wrath,b1,
Fearless Bracers,resilience,r1,
Fearless Bracers,smiting,p1,
Fearless Bracers,vitality,r1,
Fearless Bracers,deft,g1,
Fearless Bracers,focused,p1,
Fearless Bracers,b1,g1,
Fearless Bracers,p1,b1,
Veteran Bracers,wealth,,
Veteran Bracers,wrath,,
Veteran Bracers,resilience,,
Veteran Bracers,smiting,,
Veteran Bracers,vitality,,
Veteran Bracers,deft,,
Veteran Bracers,focused,,
Veteran Bracers,p1,,
Veteran Bracers,r1,,
Champion's Pants,aegis,g2,b1
Champion's Pants,tenacious,r2,p1
Champion's Pants,bulwark,p2,b1
Champion's Pants,iron helmet,r2,g1
Champion's Pants,stoic,p2,r1
Champion's Pants,distant ward,b2,g1
Champion's Pants,elusive,g2,p1
Champion's Pants,g2,r1,b1
Champion's Pants,b2,p1,g1
Bloodwrath General Pants,aegis,p2,
Bloodwrath General Pants,tenacious,b2,
Bloodwrath General Pants,bulwark,g2,
Bloodwrath General Pants,iron helmet,b2,
Bloodwrath General Pants,stoic,r2,
Bloodwrath General Pants,distant ward,g2,
Bloodwrath General Pants,elusive,p2,
Bloodwrath General Pants,g2,r1,
Bloodwrath General Pants,b2,p1,
Fearless Pants,aegis,r1,
Fearless Pants,tenacious,g1,
Fearless Pants,bulwark,b1,
Fearless Pants,iron helmet,r1,
Fearless Pants,stoic,p1,
Fearless Pants,distant ward,r1,
Fearless Pants,elusive,b1,
Fearless Pants,p1,g1,
Fearless Pants,b1,g1,
Veteran Pants,aegis,,
Veteran Pants,tenacious,,
Veteran Pants,bulwark,,
Veteran Pants,iron helmet,,
Veteran Pants,stoic,,
Veteran Pants,distant ward,,
Veteran Pants,elusive,,
Veteran Pants,b1,,
Veteran Pants,g1,,
Champion's Boots,Stoic,p2,b1
Champion's Boots,ethereal,r2,b1
Champion's Boots,wrath,p2,r1
Champion's Boots,unyielding,b2,p1
Champion's Boots,vitality,g2,r1
Champion's Boots,elusive,r2,g1
Champion's Boots,focused,g2,p1
Champion's Boots,b2,r1,g1
Champion's Boots,p2,r1,b1
Bloodwrath General Greaves,Stoic,p2,
Bloodwrath General Greaves,ethereal,r2,
Bloodwrath General Greaves,wrath,p2,
Bloodwrath General Greaves,unyielding,b2,
Bloodwrath General Greaves,vitality,g2,
Bloodwrath General Greaves,elusive,r2,
Bloodwrath General Greaves,focused,b2,
Bloodwrath General Greaves,r2,g1,
Bloodwrath General Greaves,p2,r1,
Fearless Boots,Stoic,r1,
Fearless Boots,ethereal,p1,
Fearless Boots,wrath,p1,
Fearless Boots,unyielding,g1,
Fearless Boots,vitality,b1,
Fearless Boots,elusive,r1,
Fearless Boots,focused,p1,
Fearless Boots,r1,b1,
Fearless Boots,b1,g1,
Veteran Boots,Stoic,,
Veteran Boots,ethereal,,
Veteran Boots,wrath,,
Veteran Boots,unyielding,,
Veteran Boots,vitality,,
Veteran Boots,elusive,,
Veteran Boots,focused,,
Veteran Boots,r1,,
Veteran Boots,b1,,
